<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<OFFADD>,<POPCOUNTRY>,<POPZIP>,label,<CLASSCOD>,<NAICS>,iname,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<RESPDATE>,<DESC>,<NTYPE>,<DATE>,<CONTACT>,<SETASIDE>
"FOAM, BAL, RGD, AFT",,17,,Department of the Army,BLDG 129 MS 7 308 CRECY ST CORPUS CHRISTI  TX 78419-5260,US,78419,<MOD>,93,336413,0bb8019d-8a77-11e7-89d0-1cc1de329608,W912NW-17-T-0074,https://www.fbo.gov/notices/826638fdc34e03c747c0869a8210b563,Army Contracting Command,ACC - RSA (W912NW) CCAD - (SPS),78419-5260,082817,Link To Document,PRESOL,0822,"Peggy S. Echols, Phone 3619612565, Email peggy.s.echols.civ@mail.mil - Kevin Palmer , Phone 3619619071, Email kevin.m.palmer8.civ@mail.mil",N/A
EMPLOYEE PARKING SPACES,,17,,Department of the Army,"Attn:  CEMVM-CTr167 North Main Street, Room B-202 Memphis TN 38103-1894",US,38109,<MOD>,X,812930,0bb80252-8a77-11e7-89d0-1cc1de329608,W912EQ-17-R-0024,https://www.fbo.gov/spg/USA/COE/DACA66/W912EQ-17-R-0024/listing.html,U.S. Army Corps of Engineers,"USACE District, Memphis",38103-1894,082317,Link To Document,PRESOL,0822,"Valerie Marshall, Contract Specialist, Phone 9015443619, Fax 901 544-3710, Email valerie.marshall@usace.army.mil",N/A
FCC Allenwood - Subsistence - QTR 1 FY18,10202017,17,,Department of Justice,"PO Box 3500Rt. 15, 2 Miles North of Allenwood White Deer PA 17887",US,17810,<MOD>,89,311999,0bb801b5-8a77-11e7-89d0-1cc1de329608,RFQP02011800002,https://www.fbo.gov/spg/DOJ/BPR/20104/RFQP02011800002/listing.html,Bureau of Prisons,FCC Allenwood,17887,091217,Link To Document,PRESOL,0822,"Andrea Gavitt, Contract Specialist, Phone 5705470963, Email amgavitt@bop.gov",N/A
Y--Replace Two Septic Systems at Blow-Me-Down-Farm ,09302017,17,,Department of the Interior,"NPS, NER SERVICES MABOBoston National Historical ParkCharlestown Navy YardBuilding I-1BostonMA02129-4543US",,,<MOD>,Y,238910,0bb8020d-8a77-11e7-89d0-1cc1de329608,P17PS01858,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS01858/listing.html,National Park Service,NPS - All Offices,02129,082317,Link To Document,PRESOL,0822,"Maison, Cheryl",Total Small Business
J--Emergency Responders Communications Maintenance,09142017,17,,Social Security Administration,Social Security AdministrationOffice of Acquisition and Grants1540 Robert M. Ball Building6401 Security BlvdBaltimoreMD21235,,,<MOD>,J,811213,0bb8022b-8a77-11e7-89d0-1cc1de329608,SSA-RFQ-17-1282,https://www.fbo.gov/spg/SSA/DCFIAM/OAG/SSA-RFQ-17-1282/listing.html,"Office of Budget, Finance, Quality and Management",Office of Acquisition and Grants,21235,083017,Link To Document,PRESOL,0822,"SEIPP, MOLLY",
"POPLAR ISLAND LATERAL EXPANSION CONTRACT 2, TALBOT COUNTY, MD",,17,,Department of the Army,10 South Howard Street Baltimore MD 21203,US,,<MOD>,Y,237990,0bb8024a-8a77-11e7-89d0-1cc1de329608,W912DR-17-B-0007,https://www.fbo.gov/spg/USA/COE/DACA31/W912DR-17-B-0007/listing.html,U.S. Army Corps of Engineers,"USACE District, Baltimore",21203,082417,Link To Document,PRESOL,0822,"Sierra S. Marshall, Phone 4109626037, Email sierra.s.marshall@usace.army.mil",N/A
"Lease of Office Space for 2020 Area Census Offices x96 Gainesville, FL",,17,,General Services Administration,"77 Forsyth Street, SW Atlanta GA 30303-3427",,,<MOD>,X,531120,0bb80240-8a77-11e7-89d0-1cc1de329608,17-CENSUS_7FL2447,https://www.fbo.gov/spg/GSA/PBS/4PE/17-CENSUS_7FL2447/listing.html,Public Buildings Service (PBS),R4 Leasing Division (47PE99),30303-3427,090717,Link To Document,SRCSGT,0822,"Cindy Fazioli, Leasing Specialist, Phone 954-233-8386, Email cindy.fazioli@gsa.gov - Jamie Thompson, Contracting Officer, Phone 954-356-7698, Fax 954-356-7675, Email james.f.thompson@gsa.gov",
Rubber Membrane Roof Replacement,,17,,Department of the Army,696 Virginia Road Concord MA 01742-2751,US,06250,<MOD>,Y,238160,0bb80254-8a77-11e7-89d0-1cc1de329608,W912WJ17Q0150,https://www.fbo.gov/spg/USA/COE/DACA33/W912WJ17Q0150/listing.html,U.S. Army Corps of Engineers,"USACE District, New England",01742-2751,082517,Link To Document,PRESOL,0822,"Jennifer Samela, Phone 978-318-8324, Email jennifer.m.Samela@usace.army.mil",Total Small Business
"Z--SLIP-LINE SEWER LINES, KETTLE FALLS, WA",09132017,17,nadine_joe@nps.gov,Department of the Interior,"NPS, PWR - OLYM MABO600 E. Park AvenuePort AngelesWA98362-6757US",,,<MOD>,Z,237110,0bb80217-8a77-11e7-89d0-1cc1de329608,P17PS02665,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02665/listing.html,National Park Service,NPS - All Offices,98362,082917,nadine_joe@nps.gov,PRESOL,0822,"Joe, Nadinenadine_joe@nps.gov",
65--Camera Seneca Storage Upgrade VA256-17-AP-7136    ,09082017,17,Joey.Grismore2@va.gov,Department of Veterans Affairs,Department of Veterans Affairs;Acquisition  Materiel Management;Michael E. DeBakey VA Medical Center;2002 Holcombe BLVD;Houston TX  77030 4298,,,<MOD>,65,561621,0bb801e6-8a77-11e7-89d0-1cc1de329608,VA25617N1279,https://www.fbo.gov/spg/VA/HoVAMC/VAMCCO80220/VA25617N1279/listing.html,Houston VAMC,Department of Veterans Affairs Medical Center,77030 4298,081417,Joey.Grismore2@va.gov,SRCSGT,0822,Joey M GrismoreContracting Officer(713) 794-7403Joey.Grismore2@va.gov,
"Lease of Office Space for 2020 Area Census Offices- Raleigh, NC",,17,,General Services Administration,"77 Forsyth Street, SW Atlanta GA 30303-3427",,,<MOD>,X,531120,0bb8023a-8a77-11e7-89d0-1cc1de329608,17-CENSUS-7NC2182,https://www.fbo.gov/spg/GSA/PBS/4PE/17-CENSUS-7NC2182/listing.html,Public Buildings Service (PBS),R4 Leasing Division (47PE99),30303-3427,090717,Link To Document,SRCSGT,0822,"Darrell L. Jones, Contracting Officer, Phone 4045620794, Email darrell.jones@gsa.gov - Tarra Powell, Phone 404-562-0729, Email tarra.powell@gsa.gov",
Engineering and Technical Services in support of SUBSAFE and LEVEL I Installations onboard U.S. Naval Submarines,,17,,Department of the Navy,5001 S. Broad Street Philadelphia PA 19112-1403,,,<MOD>,R,336611,0bb80226-8a77-11e7-89d0-1cc1de329608,N64498-16-R-5061,https://www.fbo.gov/notices/077183dfd5de443fa011c2e9df8756e9,Naval Sea Systems Command,NSWC Philadelphia Division,19112-1403,101117,Link To Document,PRESOL,0822,"Michael Ford, Phone 215-897-1805, Email michael.ford@navy.mil",
19--186591A  King Salmon Float Plane Dock Rehabilitati,10062017,17,,Department of the Interior,"NPS, ARO - Alaska Regional Office240 W. 5th Ave, Room 114AnchorageAK99501-2327US",,,<MOD>,19,237990,0bb80216-8a77-11e7-89d0-1cc1de329608,P17PS01535,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS01535/listing.html,National Park Service,NPS - All Offices,99501,092117,Link To Document,PRESOL,0822,"Bowers, James",
Intrusion Alarm System,,17,,Department of the Army,"Clock Tower Building, Attn: CEMVR-CTrPO Box 2004 Rock Island IL 61204-2004",US,61603,<MOD>,D,238210,0bb8025a-8a77-11e7-89d0-1cc1de329608,W912EK17R00IA,https://www.fbo.gov/spg/USA/COE/DACA25/W912EK17R00IA/listing.html,U.S. Army Corps of Engineers,"USACE District, Rock Island",61204-2004,082517,Link To Document,PRESOL,0822,"Benjamin John Kimbell, Phone 3097945048, Email benjamin.j.kimbell@usace.army.mil",N/A
58--RADIOS VFR PORTABLE,09072017,17,,Department of the Interior,BIA NAVAJO 00009301 WEST HILL ROOM 346Contracting OfficeGallupNM87301US,,,<MOD>,58,334220,0bb801ac-8a77-11e7-89d0-1cc1de329608,A17PS01273,https://www.fbo.gov/spg/DOI/BIA/RestonVA/A17PS01273/listing.html,Bureau of Indian Affairs,BIA - DAPM,87301,082317,Link To Document,PRESOL,0822,"WILLIAMS-JAMES, CHARMAINE",
Z--IGF::OT::IGF  X:NOGRN  REPLACE BUCKEYE BUILDING HV,09202017,17,,Department of the Interior,"NPS, NCR East MABO1100 Ohio Drive, SWContracting AnnexWASHINGTONDC20242-0001US",,,<MOD>,Z,238220,0bb80204-8a77-11e7-89d0-1cc1de329608,P17PS02169,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02169/listing.html,National Park Service,NPS - All Offices,20242,090517,Link To Document,PRESOL,0822,"Murphy, Robert",
1680014183257,,17,,Defense Logistics Agency,8000 Jefferson Davis Highway Richmond VA 23297-5000,US,23297,<MOD>,16,336413,0bb801c0-8a77-11e7-89d0-1cc1de329608,SPE4A717R1432,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A717R1432/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297-5000,090817,Link To Document,PRESOL,0822,"Itrina A Payne Green, Phone 8042795364, Email itrina.payne-green@dla.mil",N/A
"Repair and Replace HVAC, Bldg 1160",,17,,Department of the Air Force,1655 Selfridge Avenue JBSA Lackland TX 78236-5253,US,78236,<MOD>,Z,238220,0bb80186-8a77-11e7-89d0-1cc1de329608,FA3016-17-R-0098,https://www.fbo.gov/spg/USAF/AETC/LackAFBCS/FA3016-17-R-0098/listing.html,Air Education and Training Command,502d Contracting Squadron,78236-5253,092117,Link To Document,PRESOL,0822,"Casey Straw, Phone (210) 671-0644, Email Casey.Straw@us.af.mil - David P. Cowan, Contracting Officer, Phone 2106710644, Email david.cowan.5@us.af.mil",Service-Disabled Veteran-Owned Small Business
FT IR SPECTROMETER SYSTEMS LEASE,,17,,Department of the Army,BLDG 5303 SPARKMAN CIR Redstone Arsenal AL 35898-5090,US,35898,<MOD>,W,532490,0bb8019b-8a77-11e7-89d0-1cc1de329608,W9124P-17-R-9179,https://www.fbo.gov/notices/31ac3e4a0374a1fc789364890d28ae8e,Army Contracting Command,ACC - RSA (W31P4Q) Missile,35898-5090,082517,Link To Document,SRCSGT,0822,"Cassandra Patton, Phone 2569556009, Email cassandra.d.patton2.civ@mail.mil",N/A
Ammonium Nitrate Solution (ANSol),,17,,Department of the Army,BUILDING 10 PHIPPS RD PICATINNY ARSENAL  NJ 07806-5000,,,<MOD>,A,541330,0bb80199-8a77-11e7-89d0-1cc1de329608,W15QKN-17-R-0AW1,https://www.fbo.gov/notices/06bb6af3879acfed80fe92e2391a777c,Army Contracting Command,ACC - NJ (W15QKN),07806-5000,092117,Link To Document,SRCSGT,0822,"Alexander Alvarez, Contract Specialist, Phone 9737247423, Email alexander.alvarez13.civ@mail.mil",
"Engineering, Software Architectures, System Engineering, Business Operations Support to Command, Power and Integration (CPI) Directorate",,17,,Department of the Army,6001 COMBAT DRIVE Aberdeen Proving Ground MD 21005-1846,US,21005,<MOD>,A,541712,0bb80196-8a77-11e7-89d0-1cc1de329608,W56KGU-17-R-0010,https://www.fbo.gov/notices/2ea411d9cf01555ac376ac2bb7f395c9,Army Contracting Command,ACC - APG (W56KGU) Division A,21005-1846,,Link To Document,PRESOL,0411,"Pierre R. Beljour, Contract Specialist , Phone 4438614680, Email pierre.r.beljour.civ@mail.mil - Nina M Bushnell, Contracting Officer, Phone 4438614649, Email nina.m.bushnell.civ@mail.mil",Woman Owned Small Business
Cab shades and Window Cleaning at various Air Traffic Control Tower (ATCT) Facilities in the State of California.,08232017,17,camron.phillips@faa.gov,Department of Transportation," FEDERAL AVIATION ADMINISTRATION, AAQ-530 WN - Western Logistics Service Area (Western Pacific) ",,,<MOD>,99,561720,0bb801cd-8a77-11e7-89d0-1cc1de329608,DTFASA-17-R-00638,https://www.fbo.gov/spg/DOT/FAA/WPR/DTFASA-17-R-00638/listing.html,Federal Aviation Administration (FAA),Western-Pacific Region,20591,082317,Click here to email Camron Phillips,SRCSGT,0822,"Camron Phillips, camron.phillips@faa.gov, Phone: 310-725-7560Click here to email Camron Phillips",
Z--IGF::OT::IGF  X:NOGRN  REHABILITATION OF STEPHENSO,09202017,17,,Department of the Interior,"NPS, NCR East MABO1100 Ohio Drive, SWContracting AnnexWASHINGTONDC20242-0001US",,,<MOD>,Z,238990,0bb80202-8a77-11e7-89d0-1cc1de329608,P17PS02170,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02170/listing.html,National Park Service,NPS - All Offices,20242,090517,Link To Document,PRESOL,0822,"Murphy, Robert",
79--Restroom Supplies,02212018,17,,Department of the Interior,"300 Ala Moana Blvd., Honolulu, HI 96850",US,96818,<MOD>,79,,0bb80213-8a77-11e7-89d0-1cc1de329608,40342465C,https://www.fbo.gov/spg/DOI/NPS/APC-IS/40342465C/listing.html,National Park Service,NPS - All Offices,22030,082517,Link To Document,PRESOL,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",N/A
"Lease of Office Space for 2020 Area Census Offices x96 Birmingham, AL",,17,,General Services Administration,"77 Forsyth Street, SW Atlanta GA 30303-3427",,,<MOD>,X,531120,0bb80237-8a77-11e7-89d0-1cc1de329608,17-CENSUS-7AL2123,https://www.fbo.gov/spg/GSA/PBS/4PE/17-CENSUS-7AL2123/listing.html,Public Buildings Service (PBS),R4 Leasing Division (47PE99),30303-3427,090717,Link To Document,SRCSGT,0822,"William Justin Kidwell, Lease Contracting Officer, Phone 404-562-5033, Fax 404-562-0869, Email justin.kidwell@gsa.gov - Tarra Powell, Phone 404-562-0729, Email tarra.powell@gsa.gov",
"Lease of Office Space for 2020 Area Census Offices x96 Charlotte, NC",,17,,General Services Administration,"77 Forsyth Street, SW Atlanta GA 30303-3427",,,<MOD>,X,531120,0bb8023b-8a77-11e7-89d0-1cc1de329608,17-CENSUS-7NC2183,https://www.fbo.gov/spg/GSA/PBS/4PE/17-CENSUS-7NC2183/listing.html,Public Buildings Service (PBS),R4 Leasing Division (47PE99),30303-3427,080717,Link To Document,SRCSGT,0718,"Desi D. Clinton, Lease Contracting Officer, Phone (404)562-0640, Email desi.clinton@gsa.gov - Tarra Powell, Phone 404-562-0729, Email tarra.powell@gsa.gov",
Z--INDE - REPLACE ROOF PEMBERTON HOUSE,09132017,17,,Department of the Interior,"NPS, NER A/E- CONSTRUCTION - IA MAB200 Chestnut Street, 3rd FloorPhiladelphiaPA19106US",USA,19106,<MOD>,Z,238160,0bb80200-8a77-11e7-89d0-1cc1de329608,P17PS02015,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02015/listing.html,National Park Service,NPS - All Offices,19106,082917,Link To Document,PRESOL,0822,"Lynam, Molly",Total Small Business
B--E17PS00128 for Proposed Safety and Technology Verification Research Projects,09162017,17,,Department of the Interior,"BSEE Acquisition Operations Branch45600 Woodland Road, VAE-AMDSterlingVA20166-9216US",,,<MOD>,B,541990,0bb801b7-8a77-11e7-89d0-1cc1de329608,E17PS00128,https://www.fbo.gov/notices/c88b9d669be98cb119dcf379755bc7d1,Bureau of Safety and Environmental Enforcement,Bureau Safety and Environmental Enforcement,20166,090117,Link To Document,SNOTE,0822,"Serwah-Asibey, Afua",
Communication Cases,,17,,Department of the Navy,PO Box 8368 MCB Camp Lejeune NC 28547-8368,US,28547,<MOD>,58,334220,0bb80262-8a77-11e7-89d0-1cc1de329608,M67001-17-Q-1335,https://www.fbo.gov/spg/DON/USMC/M67001/M67001-17-Q-1335/listing.html,United States Marine Corps,MCB Camp Lejeune - RCO,28547-8368,082917,Link To Document,PRESOL,0822,"Tony D. Benson, Contract Specialist, Phone 910-450-9381, Email tony.benson@usmc.mil - Tracy Fulks, Phone 910-451-1256, Email tracy.fulks@usmc.mil",Total Small Business
Building Repair and foundation stablization,,17,,Department of Agriculture,"1617 Cole Blvd, Building 17rJob Corps Acquisition Support Branch Lakewood CO 80401",US,97498,<MOD>,Z,238110,0bb801e5-8a77-11e7-89d0-1cc1de329608,-AG-82A7-S-17-0082,https://www.fbo.gov/notices/06fcd4dad7fbca7035c177aebc751d67,Forest Service,WO-AQM JC Support,80401,091917,Link To Document,PRESOL,0822,"Jennifer McCord, Phone 3032755393, Email jennifermccord@fs.fed.us",Total Small Business
Heat exchangers per Watervliet Arsenal specification #09-15-4420 Rev 2 dated 7/26/2017,,17,,Department of the Army,1 BUFFINGTON ST BLDG 10 Watervliet NY 12189-4000,US,12189,<MOD>,44,332410,0bb801a0-8a77-11e7-89d0-1cc1de329608,W911PT-17-Q-0107,https://www.fbo.gov/notices/515a1fbda9d1ee2fb37ce19756a0b653,Army Contracting Command,ACC - WRN (W911PT)(WVA),12189-4000,092117,Link To Document,PRESOL,0822,"Peter J. Haschytz II, Contract Specialist, Phone 5182663933, Fax Not applcable, Email peter.j.haschytz.civ@mail.mil - Peter J. Haschytz II, Contract Specialist, Phone 5182663933, Fax Not applicable, Email peter.j.haschytz.civ@mail.mil",N/A
Building Repair and foundation stablization,,17,,Department of Agriculture,"1617 Cole Blvd, Building 17rJob Corps Acquisition Support Branch Lakewood CO 80401",US,97498,<MOD>,Z,238110,0bb801e4-8a77-11e7-89d0-1cc1de329608,-AG-82A7-S-17-0082,https://www.fbo.gov/notices/0db18cb480a62f197fe7a4cb20ef7359,Forest Service,WO-AQM JC Support,80401,092217,Link To Document,PRESOL,0822,"Jennifer McCord, Phone 3032755393, Email jennifermccord@fs.fed.us",Total Small Business
