<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<OFFADD>,<POPCOUNTRY>,<POPZIP>,label,<CLASSCOD>,<NAICS>,iname,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<RESPDATE>,<DESC>,<NTYPE>,<DATE>,<CONTACT>,<SETASIDE>
70--IT Data Storage Upgrade - ISBEE SET-ASIDE,09152017,17,,Department of the Interior,BIA CENTRAL 0001612220 Sunrise Valley DriveContracting OfficeRestonVA20191US,,,<AMDCSS>,70,334112,0bb800b4-8a77-11e7-89d0-1cc1de329608,A17PS00869,https://www.fbo.gov/spg/DOI/BIA/RestonVA/A17PS00869/listing.html,Bureau of Indian Affairs,BIA - DAPM,20191,082917,Link To Document,COMBINE  ,0822,"Geffre, Ryan",
70--DMARTS,02182018,17,,Department of Homeland Security,"395 E St., SW, Washington, DC 20472",US,20135,<AMDCSS>,70,,0bb80104-8a77-11e7-89d0-1cc1de329608,WX04403Y2017T,https://www.fbo.gov/spg/DHS/FEMA/PP5-2/WX04403Y2017T/listing.html,Federal Emergency Management Agency,Acquisition Operations Division (AOD),22030,082217,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
61--Solar Panels,02252018,17,,Department of the Army,"Gowen Field, Boise, ID 83705",US,83648,<AMDCSS>,61,,0bb800f0-8a77-11e7-89d0-1cc1de329608,W912J7-17-T-0022,https://www.fbo.gov/notices/e9e7030825fc42168b25991e45a1e05d,FedBid,FedBid.com -- for Department of Army procurements only,22030,082917,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Dry-Docking Phased Maintenance Availability (DPMA),,17,,Department of the Navy,,BH,,<AMDCSS>,J,336611,0bb80142-8a77-11e7-89d0-1cc1de329608,N4033917RF018,https://www.fbo.gov/spg/DON/NAVSUP/FISCSDB/N4033917RF018/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Bahrain,09834,090517,Link To Document,COMBINE  ,0822,"Lucy May Brooks, Contract Specialist, Phone 97317853323, Fax 973-1785-3364, Email lucy.brooks@me.navy.mil - ALDRIN PRAMOD PAL, CONTRACTING OFFICER, Phone 0097317859343, Fax 973-1785-3364, Email aldrin.pal.in@me.navy.mil",N/A
hydraulic water filtration,,17,,Department of the Army,1325 J. Street Sacramento CA 95814,US,95814,<AMDCSS>,46,221310,0bb80162-8a77-11e7-89d0-1cc1de329608,w9123817r0083,https://www.fbo.gov/spg/USA/COE/DACA05/w9123817r0083/listing.html,U.S. Army Corps of Engineers,"USACE District, Sacramento",95814,092217,Link To Document,COMBINE  ,0822,"Dawn M. Daniels, Phone 9165577215, Email dawn.daniels@usace.army.mil",Total Small Business
32--KEITH WALKING FLOOR,02212018,17,,Department of the Army,"328 Italy St., Ft. Stewart, GA 31313",US,31314,<AMDCSS>,32,,0bb800dd-8a77-11e7-89d0-1cc1de329608,STEWARTDPWCDH0009,https://www.fbo.gov/notices/197eb791b6639163cf745e7ca623b253,FedBid,FedBid.com -- for Department of Army procurements only,22030,082517,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
78--Fitness Equipment Package,11122017,17,,Department of the Army,"6661 Warrior Trail, Fort Polk, LA 71459",US,71459,<AMDCSS>,78,,0bb800ef-8a77-11e7-89d0-1cc1de329608,POLKG4MAM0010,https://www.fbo.gov/notices/df9e566d491ebb324c60a0abe3ce4576,FedBid,FedBid.com -- for Department of Army procurements only,22030,051617,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Sourcing Agent, Phone: 1.877.9FEDBID, Fax: 703.442.7822, Email: clientservices@fedbid.com;",Total Small Business
"Exterior Building Wash, Honolulu District, U.S. Army Corps of Engineers, Fort Shafter, Hawaii",,17,,Department of the Army,Attn:  CECT-POHrBuilding 230 Fort Shafter HI 96858-5540,US,96858,<AMDCSS>,S,561790,0bb8015f-8a77-11e7-89d0-1cc1de329608,W9128A-17-T-0009,https://www.fbo.gov/spg/USA/COE/DACA83/W9128A-17-T-0009/listing.html,U.S. Army Corps of Engineers,"USACE District, Honolulu",96858-5540,082817,Link To Document,COMBINE  ,0822,"Onuma Unyong, Purchasing Agent, Phone 808-835-4382, Fax 808-835-4396, Email Unyong.Onuma@usace.army.mil - Marilyn F. Clark, District Contracting Chief, Phone 808-835-4400, Fax 808-835-4396, Email Marilyn.F.Clark@usace.army.mil",Total Small Business
65--Video Laryngoscopes    ,09272017,17,Tony.Cuzzola@va.gov,Department of Veterans Affairs,Department of Veterans Affairs;Network Contracting Office 4,,,<AMDCSS>,65,339112,0bb8014a-8a77-11e7-89d0-1cc1de329608,VA24417Q1643,https://www.fbo.gov/spg/VA/PiVAMC646/PiVAMC646/VA24417Q1643/listing.html,Network Contracting Office 4,Veterans Integrated Service Network 4 Facilities,16504,082817,Tony.Cuzzola@va.gov,COMBINE  ,0822,Tony CuzzolaTony.Cuzzola@va.gov,
GIPSA Master Scale Depot - Remedation of Asbestos and Lead Paint,,17,,Department of Agriculture,"100 North 6TH StreetrButler Square, 5TH Floor Minneapolis MN 55403",US,60638,<AMDCSS>,Z,562910,0bb80099-8a77-11e7-89d0-1cc1de329608,AG-32KW-S-17-871865,https://www.fbo.gov/spg/USDA/APHIS/Purchasing/AG-32KW-S-17-871865/listing.html,Animal and Plant Health Inspection Service,Administrative Services Division/Purchasing,55403,090617,Link To Document,COMBINE  ,0822,"Dreux Michael Johnson, Contracting Officer, Phone 612-202-7866, Email dreux.m.johnson@aphis.usda.gov",Total Small Business
Window Tinting,09292017,17,,Department of the Air Force,"82d Contracting Squadronr206 J Street, Bldg. 1662 Sheppard AFB TX 76311-2746",US,76311,<AMDCSS>,93,238150,0bb80088-8a77-11e7-89d0-1cc1de329608,F3V3VP7194AW01,https://www.fbo.gov/spg/USAF/AETC/ShepAFBCO/F3V3VP7194AW01/listing.html,Air Education and Training Command,Sheppard AFB Contracting Office,76311-2746,090517,Link To Document,COMBINE  ,0822,"Sherina Marie Sartin, Contracting Specialist, Phone 9406761431, Email sherina.sartin@us.af.mil - Jerry A. Roberts, Contracting Officer, Phone 9406761605, Fax 940-676-7652, Email jerry.roberts@us.af.mil",Total Small Business
K--Kenworth Chassis Modification and Dump Body Instal,09132017,17,nadine_joe@nps.gov,Department of the Interior,"NPS, PWR - OLYM MABO600 E. Park AvenuePort AngelesWA98362-6757US",,,<AMDCSS>,K,336120,0bb80135-8a77-11e7-89d0-1cc1de329608,P17PS02641,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02641/listing.html,National Park Service,NPS - All Offices,98362,082917,nadine_joe@nps.gov,COMBINE  ,0822,"Joe, Nadinenadine_joe@nps.gov",
High Purity 99.999% (5N) Europium Oxide,,17,,Defense Logistics Agency,8725 John J. Kingman RoadrSuite 3229 Fort Belvoir VA 22060-6223,,,<AMDCSS>,96,212299,0bb800cf-8a77-11e7-89d0-1cc1de329608,SP8000-17-R-0018,https://www.fbo.gov/spg/DLA/J3/DNSC/SP8000-17-R-0018/listing.html,DLA Acquisition Locations,DLA Strategic Materials,22060-6223,082417,Link To Document,COMBINE  ,0822,"Yazmin Mendoza, Contract Specialist, Phone 7037672165, Email yazmin.mendoza@dla.mil - Noelle J. Albert, Contracting Officer, Phone 7037676481, Email noelle.albert@dla.mil",
Questions and Answers for Sol#: FA4814-17-F051,11152017,17,,Department of the Air Force,2610 Pink Flamingo Ave MacDill AFB FL 33621-5119,US,33621,<AMDCSS>,J,811219,0bb80097-8a77-11e7-89d0-1cc1de329608,F4814-17-T-F051,https://www.fbo.gov/spg/USAF/AMC/6CS/F4814-17-T-F051/listing.html,Air Mobility Command,6th Contracting Squadron,33621-5119,090817,Link To Document,COMBINE  ,0822,"Willie A. Anderson, contract Specialist, Phone 8138284185, Email willie.anderson@us.af.mil",Total Small Business
39--3990- Rigging and Lifting Procurement of Weight and Material Handling Equipment for NAVSUP FLC Pearl Harbor Ocean Terminals Department,09272017,17,,Department of the Navy,"N00604 NAVSUP Fleet Logistics Center Pearl 1942 Gaffney Street, Ste 100 Bldg. 475-2, Code 200 Pearl Harbor, HI",,,<AMDCSS>,39,333923,0bb80148-8a77-11e7-89d0-1cc1de329608,N0060417Q4048,https://www.fbo.gov/spg/DON/NAVSUP/N00604/N0060417Q4048/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Pearl,96860,091217,Link To Document,COMBINE  ,0822,Kevin Young 8084737528,
HTD DOME TENT FLOORING,,17,,Department of the Navy,PO Box 8368 MCB Camp Lejeune NC 28547-8368,US,28547,<AMDCSS>,83,314910,0bb80174-8a77-11e7-89d0-1cc1de329608,M67001-17-Q-1267,https://www.fbo.gov/spg/DON/USMC/M67001/M67001-17-Q-1267/listing.html,United States Marine Corps,MCB Camp Lejeune - RCO,28547-8368,082917,Link To Document,COMBINE  ,0822,"Deborah L Woleslagle, Purchasing Agent, Phone 910-451-1578, Fax 910-451-2331, Email deborah.woleslagle@usmc.mil - Laurie Lenser, Contracting Officer, Phone 910-451-1467, Fax 910-451-2331, Email Laurie.lenser@usmc.mil",N/A
Genotyping for Genetic Analysis Studies on Soybean Populations,,17,,Department of Agriculture,,US,65211,<AMDCSS>,B,541712,0bb80085-8a77-11e7-89d0-1cc1de329608,AG-64PP-S-17-0011,https://www.fbo.gov/notices/b89a03700b489d088fca59e4c39d10ed,Agricultural Research Service,Midwest Area,N/A,072417,Link To Document,COMBINE  ,0717,"Brionna Wade, Contracting Officer , Phone 573-875-5291  x222, Email brionna.wade@ars.usda.gov",N/A
Bone Densitometer,09302017,17,,Department of the Army,"Attn:  MCMR-AAAr820 Chandler Street Frederick, MD 21702-5014 MD 21702-5014",US,,<AMDCSS>,65,339112,0bb80168-8a77-11e7-89d0-1cc1de329608,W81XWH-17-T-0313,https://www.fbo.gov/spg/USA/USAMRAA/DAMD17/W81XWH-17-T-0313/listing.html,U.S. Army Medical Research Acquisition Activity,U.S. Army Medical Research Acquisition Activity,21702-5014,082417,Link To Document,COMBINE  ,0822,"BRIAN MILLER, Email brian.d.miller1.civ@mail.mil",N/A
58--Primary Crash Alarm System,02192018,17,,Department of the Army,"15000 Highway 115, Little Falls, MN 55345",US,56345,<AMDCSS>,58,,0bb800f4-8a77-11e7-89d0-1cc1de329608,W912LM-T-0075,https://www.fbo.gov/notices/c550543e6e5096e6b3e8e9f98a9a68b4,FedBid,FedBid.com -- for Department of Army procurements only,22030,082317,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
10--SAAB EXCESS PARTS,02202018,17,,Department of the Army,"Bldg 6 RM 250 Meloy Hall, Fort Benning, GA 31905",US,31905,<AMDCSS>,10,,0bb800f2-8a77-11e7-89d0-1cc1de329608,00110072170,https://www.fbo.gov/notices/cc562b038b6d5bb2d962d7fabe3f4f7d,FedBid,FedBid.com -- for Department of Army procurements only,22030,082417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Woman Owned Small Business
"FGA Pollution Prevention Program Support Reclaimed Asphalt Product (RAP), Fort Greely, Alaska",09082017,17,,Department of the Army,ATTN:  CEPOA-CTrP. O. Box 6898 JBER AK 99506-6898,US,99731,<AMDCSS>,R,562119,0bb8015c-8a77-11e7-89d0-1cc1de329608,W911KB17R0069,https://www.fbo.gov/spg/USA/COE/DACA85/W911KB17R0069/listing.html,U.S. Army Corps of Engineers,"USACE District, Alaska",99506-6898,082317,Link To Document,COMBINE  ,0822,"Ernest L. Woods, Contract Specialist, Phone 907-753-2547, Email ernest.l.woods@usace.army.mil",Woman Owned Small Business
D--43124 - Source Selection_508 Accessibility Compliance Scanning and Services   ,10232017,17,Amanda.Bleses@va.gov,Department of Veterans Affairs,Department of Veterans Affairs;Technology Acquisition Center;23 Christopher Way;Eatontown NJ  07724,,,<AMDCSS>,D,541512,0bb80182-8a77-11e7-89d0-1cc1de329608,VA11817R2278,https://www.fbo.gov/notices/229ed3f67627cd2684363b92156548d9,VA Technology Acquisition Center,VA Technology Acquisition Center,07724,082417,Amanda.Bleses@va.gov,COMBINE  ,0822,Contract Specialist: Amanda J. BlesesEmail: Amanda.Bleses@va.govAmanda.Bleses@va.gov,
"ASHE 17-1031, SUSTAIN WALLS AND DOORS BUILDING 1173 AREA F, AVIANO AB, AVIANO (PN), ITALY",,17,,Department of the Air Force,,IT,33081,<AMDCSS>,Y,236220,0bb80178-8a77-11e7-89d0-1cc1de329608,FA568217R0057,https://www.fbo.gov/notices/36978f9e2f82ce0f20a470113685cae0,US Air Force Europe,31 CONS,N/A,090517,Link To Document,COMBINE  ,0822,"Jessica Cuccagna, Contract Specialist, Phone +39-0434-307138, Email jessica.cuccagna.it@us.af.mil - Severino Mion, Contracting Officer, Phone 0434-308553, Fax 0434-308557, Email severino.mion@us.af.mil",N/A
53--RING SEAL GATE BUSHING,02112018,17,,Department of the Interior,"P O Box 620, Grand Coulee, WA 99133",US,99133,<AMDCSS>,53,,0bb800bf-8a77-11e7-89d0-1cc1de329608,0040346524,https://www.fbo.gov/notices/816f5ca1099414dff3faefdd5a7cd883,Bureau of Reclamation,BOR - All Offices,22030,081517,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Hydraulic Pressure Controller,,17,,Department of the Army,144 Military Drive JACKSON MS 39208-8860,US,39505,<AMDCSS>,66,334513,0bb80121-8a77-11e7-89d0-1cc1de329608,W9127Q-17-T-0058,https://www.fbo.gov/spg/USA/NGB/DAHA22/W9127Q-17-T-0058/listing.html,National Guard Bureau,USPFO for Mississippi,39208-8860,082517,Link To Document,COMBINE  ,0822,"Adam Austin, Phone 6013131557, Email adam.n.austin.mil@mail.mil",Total Small Business
72--STORAGE CASES WITH ROOF AND STORAGE RACKS PRARNG,02272018,17,,Department of the Army,"Borinquener Rd Bldg#540, FT Buchannan, PR 00934",US,00934,<AMDCSS>,72,,0bb800f8-8a77-11e7-89d0-1cc1de329608,W912LR-17-T-0078,https://www.fbo.gov/notices/5d0bc6262098711859f1023d9e887497,FedBid,FedBid.com -- for Department of Army procurements only,22030,083117,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
N -- SECURITY ALARM SYSTEM INSTALLATION / PR# 1300660059,09202017,17,danilo.ibarra@navy.mil,Department of the Navy,"53560 Hull Street Bldg A33 Rm 1602W, San Diego CA 92152-5001",,,<AMDCSS>,N,561621,0bb80156-8a77-11e7-89d0-1cc1de329608,N66001-17-Q-6242,https://www.fbo.gov/notices/20316eb4c26855cf2e20ecc240f61767,Space and Naval Warfare Systems Command,SPAWAR Systems Center Pacific,92152,082117,Contract Specialist,COMBINE  ,0822,"Point of Contact - DANILO B IBARRA, Contract Specialist,  619-553-1154; Peaches Francis, Contracting Officer, 619-553-4507Contract Specialist",
"58--Geobase Equipment, Survey Grade ",03042018,17,,Department of the Army,"515 Borghese Drive, Robins AFB, GA 31047",US,31098,<AMDCSS>,58,,0bb800d9-8a77-11e7-89d0-1cc1de329608,F6XG467191AW01,https://www.fbo.gov/notices/7c9758130623ebe2fdc4bdaf616d3441,FedBid,FedBid.com -- for Department of Army procurements only,22030,090517,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
65--Wall Mounted Medication Storage Cabinets (or Equal)    ,10212017,17,Janice.Fornaro@va.gov,Department of Veterans Affairs,"Department of Veterans Affairs;Network Contracting Office 8  (248);Room 315, Bldg. 2;10,000 Bay Pines Blvd;Bay Pines FL  33744",USA,33744,<AMDCSS>,65,339112,0bb8017e-8a77-11e7-89d0-1cc1de329608,VA24817Q1356,https://www.fbo.gov/spg/VA/BPVAMC/VAMCCO80220/VA24817Q1356/listing.html,VA Bay Pines Health Care System,Department of Veterans Affairs Bay Pines Health Care System,33744,082217,Janice Fornaro,COMBINE  ,0822,"Janice Fornaro727-399-3336C.W. Bill Young Healthcare System10,000 Bay Pines BoulevardBay Pines, FL  33744Janice Fornaro",N/A
Kofax Support,,17,,Defense Logistics Agency,5404 J Avenue rBuilding 404 New Cumberland PA 17070,,,<AMDCSS>,D,541519,0bb800cc-8a77-11e7-89d0-1cc1de329608,SP7000-17-Q-1025,https://www.fbo.gov/spg/DLA/J3/DAPS/SP7000-17-Q-1025/listing.html,DLA Acquisition Locations,DLA Contracting Services Office - Harrisburg,17070,082817,Link To Document,COMBINE  ,0822,"Renee Kale, Phone 7177708646, Email renee.kale@dla.mil",
"Antenna Tower and Trailer, ALUMA or equal",,17,,Department of the Army,BRADLEY ANG BASEr100 NICHOLSON ROAD EAST GRANBY CT 06026-9309,US,06477,<AMDCSS>,58,334290,0bb80119-8a77-11e7-89d0-1cc1de329608,F6FGAC7166AW01,https://www.fbo.gov/spg/USA/NGB/DAHA06-1/F6FGAC7166AW01/listing.html,National Guard Bureau,"103 MSG/MSC, CT ANG",06026-9309,090117,Link To Document,COMBINE  ,0822,"Eric M. Hoss, Contract Specialist, Phone 8603864075, Email eric.m.hoss.mil@mail.mil - Dawn M Whelan, Contract Specialist, Phone 8602922320, Email dawn.m.whelan.mil@mail.mil",Total Small Business
JTE Antenna Overhaul,,17,,Department of the Army,11 HAP ARNOLD BLVD TOBYHANNA ARMY DEPOT  PA 18466-5107,,,<AMDCSS>,J,811213,0bb8009d-8a77-11e7-89d0-1cc1de329608,17T0432,https://www.fbo.gov/notices/0e13395875c73a85a8d65a4eb72285df,Army Contracting Command,ACC - APG (W25G1V) Tobyhanna,18466-5107,082817,Link To Document,COMBINE  ,0822,"Kenneth D. Schoenberger, Phone 5706157871, Email kenneth.d.schoenberger.civ@mail.mil",
Drydock Repair Services in the Oregon Region,,17,,Department of Commerce,"7600 Sand Point Way, Northeast Seattle WA 98115-6349",US,,<AMDCSS>,Z,336611,0bb8012d-8a77-11e7-89d0-1cc1de329608,AB-133M-17-RQ-0728,https://www.fbo.gov/spg/DOC/NOAA/WASC/AB-133M-17-RQ-0728/listing.html,National Oceanic and Atmospheric Administration (NOAA),Western Acquisition Division - Seattle,98115-6349,100617,Link To Document,COMBINE  ,0822,"Matt Sanders, Phone 206-526-6346, Email Matt.Sanders@noaa.gov - NATHAN HANSING, Phone 206-526-6713, Fax 206-526-6025, Email NATHAN.HANSING@NOAA.GOV",N/A
HTD DOME TENT FLOORING,,17,,Department of the Navy,PO Box 8368 MCB Camp Lejeune NC 28547-8368,US,28547,<AMDCSS>,83,314910,0bb80173-8a77-11e7-89d0-1cc1de329608,M67001-17-Q-1267,https://www.fbo.gov/spg/DON/USMC/M67001/M67001-17-Q-1267/listing.html,United States Marine Corps,MCB Camp Lejeune - RCO,28547-8368,080717,Link To Document,COMBINE  ,0803,"Deborah L Woleslagle, Purchasing Agent, Phone 910-451-1578, Fax 910-451-2331, Email deborah.woleslagle@usmc.mil - Laurie Lenser, Contracting Officer, Phone 910-451-1467, Fax 910-451-2331, Email Laurie.lenser@usmc.mil",N/A
JTE Antenna Overhaul,,17,,Department of the Army,11 HAP ARNOLD BLVD TOBYHANNA ARMY DEPOT  PA 18466-5107,,,<AMDCSS>,J,811213,0bb8009e-8a77-11e7-89d0-1cc1de329608,17T0421,https://www.fbo.gov/notices/7088b91f928bcd2f3fe6cdd4b5e2e260,Army Contracting Command,ACC - APG (W25G1V) Tobyhanna,18466-5107,082517,Link To Document,COMBINE  ,0822,"Kenneth D. Schoenberger, Phone 5706157871, Email kenneth.d.schoenberger.civ@mail.mil",
42--Protection Equipment,03042018,17,,Department of State,"1400 Wilson Blvd, Arlington, VA 22209",US,20147,<AMDCSS>,42,,0bb8014c-8a77-11e7-89d0-1cc1de329608,106917Q9005-106917I0574-106917X0587-106917U0670,https://www.fbo.gov/spg/State/A-LM-AQM/A-LM-AQM/106917Q9005-106917I0574-106917X0587-106917U0670/listing.html,Office of Acquisitions,Acquisition Management,22030,090517,Link To Document,COMBINE  ,0822,"Name: Sandra Smith, Title: Contracts Specialist, Phone: 7033123675, Fax: , Email: smithsl@state.gov;",Total Small Business
S--OPTION - Grounds Services at IA014 Dubuque Iowa,02192018,17,,Department of the Army,"1108 South R Street, Fort McCoy, WI 54656",-,-,<AMDCSS>,S,,0bb800fb-8a77-11e7-89d0-1cc1de329608,W911SA-17-Q-3052,https://www.fbo.gov/notices/c4d8f84270f9fb76f41474e611684fd8,FedBid,FedBid.com -- for Department of Army procurements only,22030,082317,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Woman Owned Small Business
Wheel Alignment System,,17,,Department of the Air Force,,GB,IP27  9PN,<AMDCSS>,39,444130,0bb80179-8a77-11e7-89d0-1cc1de329608,FA5587-17-Q-0099,https://www.fbo.gov/notices/b87e44a9edef2de8cd4c60a26ad28b23,US Air Force Europe,48 CONS/LGC - Lakenheath ,09461-0270,090117,Link To Document,COMBINE  ,0822,"Marta Krawczyk, Phone 01638522174, Email marta.krawczyk.pl@us.af.mil - Paul William Haynicz, Contracting Officer, Phone +44 01638522250, Fax +44 01638522189, Email paul.haynicz@us.af.mil",N/A
Fetal Bovine Serum,,17,,Department of Agriculture,"1920 DAYTON AVE, AMES IA 50010",US,50010,<AMDCSS>,65,325413,0bb8009a-8a77-11e7-89d0-1cc1de329608,AG-S-17-0320-00171B,https://www.fbo.gov/notices/2418587e9eb3ca4249fbc21ccb6e0781,Animal and Plant Health Inspection Service,USDA APHIS,50010,082317,Link To Document,COMBINE  ,0822,"Lara J. Hicok, Contracting Officer, Phone 5153377159, Email lara.j.hicok@aphis.usda.gov",N/A
SECURITY CAMERAS,,17,,Other Defense Agencies,23755 Z Street Riverside CA 92518-2031,US,92518,<AMDCSS>,70,334220,0bb800c8-8a77-11e7-89d0-1cc1de329608,HQ0516710330,https://www.fbo.gov/notices/17c3c43951a26b1ec757616461eabcb1,Defense Media Activity,DMA Acquisition and Procurement CA,92518-2031,082817,Link To Document,COMBINE  ,0822,"Shevonn Moore, Contract Specialist, Phone 951-413-2634, Fax 951-413-2432, Email shevonn.l.moore.civ@mail.mil",Total Small Business
W--Warhorse Strike Grey Water Storage and Hand Washing Stations,02242018,17,,Department of the Army,"6914 McMahon St APT A, Colorado Springs, CO 80902",-,-,<AMDCSS>,W,,0bb800e3-8a77-11e7-89d0-1cc1de329608,W911RZ-17-Q-0120,https://www.fbo.gov/notices/84bfbd94993d4e3fec35a507436318ef,FedBid,FedBid.com -- for Department of Army procurements only,22030,082817,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
FY17 National Roofing Program Project #19,08232017,17,,Department of the Army,Attn:  CELRL-CTrPO Box 59 Louisville KY 40201-0059,,,<AMDCSS>,Y,238160,0bb80161-8a77-11e7-89d0-1cc1de329608,W912QR-71782515,https://www.fbo.gov/spg/USA/COE/DACA27/W912QR-71782515/listing.html,U.S. Army Corps of Engineers,"USACE District, Louisville",40201-0059,,Link To Document,COMBINE  ,0822,"Travis I. Dunn, Email travis.i.dunn@usace.army.mil",
67--Borehole Camera for Tunnel Interdiction,02202018,17,,Department of Homeland Security,"6650 Telecom Drive, Suite 100, Indianapolis, IN 46278",-,-,<AMDCSS>,67,,0bb800c6-8a77-11e7-89d0-1cc1de329608,2099099,https://www.fbo.gov/spg/DHS/USCS/PDDC20229/2099099/listing.html,Customs and Border Protection,Procurement Directorate - DC,22030,082417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Paper Supplies,,17,,Department of Justice,None Washington DC 20537,US,22152,<AMDCSS>,93,424110,0bb800d2-8a77-11e7-89d0-1cc1de329608,DJD-17-Q-0137,https://www.fbo.gov/spg/DOJ/DEA/OAM/DJD-17-Q-0137/listing.html,Drug Enforcement Administration,Office of Acquisition Management,20537,080717,Link To Document,COMBINE  ,0803,"Karl Pabst, Email Karl.S.Pabst@usdoj.gov",Total Small Business
FITNESS EQUIPMENT ,,17,,Other Defense Agencies,2000 Trident Way; Bldg 603M San Diego CA  92155,,,<AMDCSS>,69,339920,0bb8016b-8a77-11e7-89d0-1cc1de329608,H92240-17-Q-2025,https://www.fbo.gov/spg/ODA/USSOCOM/NAVSOC/H92240-17-Q-2025/listing.html,U.S. Special Operations Command,NAVSOC, 92155,081717,Link To Document,COMBINE  ,0822,"Contracting Specialist, Email NSWKO2@socom.mil",
Forcepoint Software Maintenance Support,,17,,Defense Logistics Agency,700 Robbins Avenue Philadelphia PA 19111-5096,US,22153,<AMDCSS>,R,541519,0bb800cd-8a77-11e7-89d0-1cc1de329608,SP4701-17-R-0050,https://www.fbo.gov/spg/DLA/J3/DSCP-PB/SP4701-17-R-0050/listing.html,DLA Acquisition Locations,DLA Contracting Services Office - Philadelphia,19111-5096,082817,Link To Document,COMBINE  ,0822,"Cecilia Geraghty, Contracting Specialist , Phone 2157373054, Fax 215.737.7942, Email cecilia.geraghty@dla.mil - James T. Smith , Contracting Officer, Phone 215.737.2713, Fax 215.737.7942, Email James.T2.Smith@dla.mil",Total Small Business
Oracle S7-2 System,,17,,National Aeronautics and Space Administration,"NASA Shared Services Center (NSSC), Building 1111, Jerry Hlass Road Stennis Space Center MS 39529",,,<AMDCSS>,D,334111,0bb80117-8a77-11e7-89d0-1cc1de329608,80NSSC17Q205,https://www.fbo.gov/notices/9d94ddebb25e7b1b069075a8af68abe3,NASA Shared Services Center,Simplified Acquisitions,39529,082117,Link To Document,COMBINE  ,0822,"Diana L. Smith, Phone 2288136055, Email diana.l.smith@nasa.gov",
70 -- WIND RIVER PLATFORMS PRODUCTION LICENSE  PR#1300662003,09272017,17,danilo.ibarra@navy.mil,Department of the Navy,"53560 Hull Street Bldg A33 Rm 1602W, San Diego CA 92152-5001",,,<AMDCSS>,70,511210,0bb80157-8a77-11e7-89d0-1cc1de329608,N66001-17-Q-8247,https://www.fbo.gov/notices/c2b49d3f049cd9f31a1fcce85a4a7bfa,Space and Naval Warfare Systems Command,SPAWAR Systems Center Pacific,92152,082817,Contract Specialist,COMBINE  ,0822,"Point of Contact - DANILO B IBARRA, Contract Specialist,  619-553-1154; Peaches Francis, Contracting Officer, 619-553-4507Contract Specialist",
61--Solar Panels,02252018,17,,Department of the Army,"Gowen Field, Boise, ID 83705",US,83648,<AMDCSS>,61,,0bb800ed-8a77-11e7-89d0-1cc1de329608,W912J7-17-T-0022,https://www.fbo.gov/notices/d42c7d27d7844ac060d32a2bcf4773dc,FedBid,FedBid.com -- for Department of Army procurements only,22030,082917,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
