ZIP_CODE,CONTRACTING_OFFICE_CODE,DEPARTMENT_NAME,ADDRESS_STATE,ADDRESS_CITY,label,START_DATE,CONTRACTING_OFFICE_NAME,COUNTRY_CODE,iname,AGENCY_NAME,AGENCY_CODE
77002,47PH07,GENERAL SERVICES ADMINISTRATION,TX,HOUSTON,contracting_office,04/01/2016 00:00:00,PBS R7 - NON-PROSPECTUS PROJECTS,USA,bb73f4fa-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
21222,123K54,"AGRICULTURE, DEPARTMENT OF",MD,BALTIMORE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb0ee884-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
73108,127CH8,"AGRICULTURE, DEPARTMENT OF",OK,OKLAHOMA CITY,contracting_office,04/01/2016 00:00:00,USDA  AMS  LS AND SEED DIVISION,USA,bb024382-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
21230-5308,N61897,DEPT OF DEFENSE,MD,BALTIMORE,contracting_office,10/01/2006 00:00:00,NAVOPSPTCEN BALTIMORE,USA,bb95c972-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20520,19WA80,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY WINDHOEK,USA,bb4e45a2-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20520,19CV10,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY PRAIA,USA,bb4a04ae-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20520,191T25,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE FLORENCE,USA,bb4a0266-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
66048,36P255,"VETERANS AFFAIRS, DEPARTMENT OF",KS,LEAVENWORTH,contracting_office,04/01/2016 00:00:00,255P- NETWORK CONTRACTING  FUNDING,USA,bb676a56-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
95814,129J43,"AGRICULTURE, DEPARTMENT OF",CA,SACRAMENTO,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb2859d8-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
98158,120H14,"AGRICULTURE, DEPARTMENT OF",WA,SEATTLE,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb067b1a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20520,19CT20,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY BANGUI,USA,bb4a049e-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20520,19N150,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE LAGOS,USA,bb4e4352-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
30303,1625GD,"LABOR, DEPARTMENT OF",GA,ATLANTA,contracting_office,04/01/2016 00:00:00,DOL(BLS) ATLANTA REGIONAL GRANT OFC,USA,bb45bcd4-89d1-11e7-89d0-1cc1de329608,BUREAU OF LABOR STATISTICS,1625
02886,70Z0G1,"HOMELAND SECURITY, DEPARTMENT OF",RI,WARWICK,contracting_office,04/01/2016 00:00:00,CEU PROVIDENCE(000G1),USA,bb7c460c-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
20520,19JM37,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY KINGSTON,USA,bb4e41ea-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
82801,36C666,"VETERANS AFFAIRS, DEPARTMENT OF",WY,SHERIDAN,contracting_office,04/01/2016 00:00:00,666-SHERIDAN(00666),USA,bb676876-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
96860-5000,R44429,DEPT OF DEFENSE,HI,PEARL HARBOR,contracting_office,10/01/2006 00:00:00,NAVAL SUBMARINE SUPPORT COMMAND,USA,bb9e443c-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
36117-7101,N62412,DEPT OF DEFENSE,AL,MONTGOMERY,contracting_office,10/01/2004 00:00:00,NRPS MONTGOMERY,USA,bb95cc2a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20520,19JA25,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN CONSULATE FUKUOKA,USA,bb4a05e6-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
66027-1417,W91QF4,DEPT OF DEFENSE,KS,FORT LEAVENWORTH,contracting_office,12/01/2014 00:00:00,W6QM MICC-FT LEAVENWORTH,USA,bba6c1f8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
84138,140R40,"INTERIOR, DEPARTMENT OF THE",UT,SALT LAKE CITY,contracting_office,04/01/2016 00:00:00,UPPER COLORADO REGIONAL OFFICE,USA,bb30c0c8-89d1-11e7-89d0-1cc1de329608,BUREAU OF RECLAMATION,1425
20395-5720,N46804,DEPT OF DEFENSE,DC,WASHINGTON,contracting_office,09/29/2014 00:00:00,OFFICE OF NAVAL INTELLIGENCE,USA,bb918dc2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
19111-5096,SPM5E1,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,10/01/2016 00:00:00,DLA TROOP SUPPORT,USA,bbbffe3e-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
71110-2438,FA4608,DEPT OF DEFENSE,LA,BARKSDALE AFB,contracting_office,10/01/2010 00:00:00,FA4608  2 CONS LGC,USA,bbaaf700-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
20151,S2404A,DEPT OF DEFENSE,VA,CHANTILLY,contracting_office,10/01/2004 00:00:00,DCMA MANASSAS,USA,bbb788c0-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
85006-2440,1294TZ,"AGRICULTURE, DEPARTMENT OF",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,baed3f2e-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
97845,120F10,"AGRICULTURE, DEPARTMENT OF",OR,JOHN DAY,contracting_office,04/01/2016 00:00:00,"USDA  FS,  MOUNT HOOD NF",USA,bae89124-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
76102,47PH04,GENERAL SERVICES ADMINISTRATION,TX,FORT WORTH,contracting_office,04/01/2016 00:00:00,PBS R7 - NON-PROSPECTUS,USA,bb73f4e2-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
19106,70RFP2,"HOMELAND SECURITY, DEPARTMENT OF",PA,PHILADELPHIA,contracting_office,04/01/2016 00:00:00,FPS EAST CCG DIV 2 ACQ DIV,USA,bb7c4454-89d1-11e7-89d0-1cc1de329608,OFFICE OF PROCUREMENT OPERATIONS,7001
20737,123K58,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  REAC  RE,USA,bb0ee8a4-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
39213,15F027,"JUSTICE, DEPARTMENT OF",MS,JACKSON,contracting_office,04/01/2016 00:00:00,JACKSON FIELD OFFICE,USA,bb45ba34-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
20301,473402,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,GSA CONTRACTING OFFICE,USA,bb6b95dc-89d1-11e7-89d0-1cc1de329608,GENERAL SERVICES ADMINISTRATION,4700
20250-0280,123166,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  AMS  TOBACCO PROGRAMS,USA,bafe083a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
19111-5096,SPE8E7,DEPT OF DEFENSE,PA,PHILADELPHIA,contracting_office,05/01/2013 00:00:00,DLA TROOP SUPPORT,USA,bbbffc6e-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
05402,121688,"AGRICULTURE, DEPARTMENT OF",VT,SOUTH BURLINGTON,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae8915c-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
22801,1233NW,"AGRICULTURE, DEPARTMENT OF",VA,HARRISONBURG,contracting_office,04/01/2016 00:00:00,USDA APHIS VS AVIAN PROJECT,USA,bb0ee734-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
59801,120353,"AGRICULTURE, DEPARTMENT OF",MT,MISSOULA,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae88fa4-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
02222-1071,121358,"AGRICULTURE, DEPARTMENT OF",MA,BOSTON,contracting_office,04/01/2016 00:00:00,USDA FNS,USA,baf59512-89d1-11e7-89d0-1cc1de329608,FOOD AND NUTRITION SERVICE,12F2
23297-5770,SPM4A5,DEPT OF DEFENSE,VA,RICHMOND,contracting_office,10/01/2001 00:00:00,DLA AVIATION,USA,bbbffdbe-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
33166,1242BG,"AGRICULTURE, DEPARTMENT OF",FL,MIAMI,contracting_office,04/01/2016 00:00:00,USDA  APHIS  VS  AH,USA,bb13202c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
84322,1284MG,"AGRICULTURE, DEPARTMENT OF",UT,LOGAN,contracting_office,04/01/2016 00:00:00,USDA  APHIS ADC DENVER WDLF RES CTR,USA,bb1ff7ae-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
84501,368480,"VETERANS AFFAIRS, DEPARTMENT OF",UT,PRICE,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb6338f8-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
19106,1625GC,"LABOR, DEPARTMENT OF",PA,PHILADELPHIA,contracting_office,04/01/2016 00:00:00,DOL(BLS) PHILA REGIONAL GRANT OFC,USA,bb45bccc-89d1-11e7-89d0-1cc1de329608,BUREAU OF LABOR STATISTICS,1625
98504-2560,120589,"AGRICULTURE, DEPARTMENT OF",WA,OLYMPIA,contracting_office,04/01/2016 00:00:00,USDA  AMS  FRUIT AND VEG DIV  FPB,USA,baf9d8da-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
00602,12F461,"AGRICULTURE, DEPARTMENT OF",PR,AGUADA,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb285ad0-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
49016,36C515,"VETERANS AFFAIRS, DEPARTMENT OF",MI,BATTLE CREEK,contracting_office,04/01/2016 00:00:00,515-BATTLE CREEK(00515),USA,bb633b80-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
55107,126334,"AGRICULTURE, DEPARTMENT OF",MN,SAINT PAUL,contracting_office,04/01/2016 00:00:00,USDA  APHIS  VETERINARY SERVICES,USA,bb1bb53e-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
,SCN01A,DEPT OF DEFENSE,ON,OTTAWA,contracting_office,10/01/2004 00:00:00,DCMA AMERICAS,CAN,bbbbbb8e-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
59919,120391,"AGRICULTURE, DEPARTMENT OF",MT,HUNGRY HORSE,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae88fd4-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
20374-5065,N00025,DEPT OF DEFENSE,DC,WASHINGTON,contracting_office,10/01/2004 00:00:00,NAVAL FACILITIES ENGINEERING COMD,USA,bb8d4462-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
78243-7091,FA7037,DEPT OF DEFENSE,TX,SAN ANTONIO,contracting_office,10/01/2014 00:00:00,FA7037  AMIC DET 2 PKA,USA,bbaaf928-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
30905-5719,W91249,DEPT OF DEFENSE,GA,FORT GORDON,contracting_office,12/01/2014 00:00:00,W6QM MICC-FT GORDON,USA,bba28c80-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
30303,47PE99,GENERAL SERVICES ADMINISTRATION,GA,ATLANTA,contracting_office,04/01/2016 00:00:00,PBS R4,USA,bb73f3e2-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
20201,750401,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OFFICE OF INSPECTOR GENERAL,USA,bb807bbc-89d1-11e7-89d0-1cc1de329608,OFFICE OF THE INSPECTOR GENERAL,7504
60606,205AE9,"TREASURY, DEPARTMENT OF THE",IL,CHICAGO,contracting_office,04/01/2016 00:00:00,MIDWEST REGION,USA,bb5275de-89d1-11e7-89d0-1cc1de329608,INTERNAL REVENUE SERVICE,2050
98134,120H22,"AGRICULTURE, DEPARTMENT OF",WA,SEATTLE,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ SITC,USA,bb067b42-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
65804,3664X2,"VETERANS AFFAIRS, DEPARTMENT OF",MO,SPRINGFIELD,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f09ce-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
98134,70Z033,"HOMELAND SECURITY, DEPARTMENT OF",WA,SEATTLE,contracting_office,04/01/2016 00:00:00,BASE SEATTLE(00033),USA,bb7c4514-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
20250,123AAY,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  AMS  LS AND SEED DIVISION,USA,bafe09fa-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
28719,1245LE,"AGRICULTURE, DEPARTMENT OF",NC,CHEROKEE,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,baed3bc6-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
33323-2851,N66972,DEPT OF DEFENSE,FL,SUNRISE,contracting_office,10/01/2006 00:00:00,NAVY RECRUITING DISTRICT MIAMI,USA,bb9a0c56-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
32539,S0109A,DEPT OF DEFENSE,FL,CRESTVIEW,contracting_office,10/01/2004 00:00:00,DCMA AIMO CRESTVIEW,USA,bbb357e4-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
96860-4549,N00604,DEPT OF DEFENSE,HI,PEARL HARBOR,contracting_office,10/01/2004 00:00:00,NAVSUP FLT LOG CTR PEARL HARBOR,USA,bb8d45b2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
27401,15JA57,"JUSTICE, DEPARTMENT OF",NC,GREENSBORO,contracting_office,04/01/2016 00:00:00,U.S. ATTORNEYS OFFICE-NC(M) (USA57),USA,bb34f5d6-89d1-11e7-89d0-1cc1de329608,"OFFICES, BOARDS AND DIVISIONS",1501
76102,86546A,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",TX,FORT WORTH,contracting_office,04/01/2016 00:00:00,DEPT HUD-CHIEF PROCUREMENT OFFICER,USA,bb84a678-89d1-11e7-89d0-1cc1de329608,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600
32205,124293,"AGRICULTURE, DEPARTMENT OF",FL,JACKSONVILLE,contracting_office,04/01/2016 00:00:00,DEPT OF AGRICULTURE  APHIS VS,USA,bb131f8c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
48072,1254AD,"AGRICULTURE, DEPARTMENT OF",MI,BERKLEY,contracting_office,04/01/2016 00:00:00,USDA  AMS  DAIRY DIVISION,USA,bb0241aa-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
63166-0516,S2608A,DEPT OF DEFENSE,MO,SAINT LOUIS,contracting_office,10/01/2004 00:00:00,DCMA BOEING WEAPONS TEAM ST CHARLES,USA,bbb788f8-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
84322-6300,128417,"AGRICULTURE, DEPARTMENT OF",UT,LOGAN,contracting_office,04/01/2016 00:00:00,USDA  ARS  NORTHERN PLAINS AREA,USA,baf597e2-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL RESEARCH SERVICE,12H2
20250,1231JR,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ  DA,USA,bb0aada8-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20405,47ME00,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OFFICE OF GOVERNMENTWIDE POLICY,USA,bb781866-89d1-11e7-89d0-1cc1de329608,OFFICE OF GOVERNMENT WIDE POLICY,4745
10128,3323AH,SMITHSONIAN INSTITUTION,NY,NEW YORK,contracting_office,04/01/2016 00:00:00,"COOPER-HEWITT, NATL DESIGN MUSEUM",USA,bb52768e-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
02203,361308,"VETERANS AFFAIRS, DEPARTMENT OF",MA,BOSTON,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb56a7c4-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
79331,127AN9,"AGRICULTURE, DEPARTMENT OF",TX,LAMESA,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ BWEP,USA,bb1ff556-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
23801,S5103A,DEPT OF DEFENSE,VA,FORT LEE,contracting_office,10/01/2004 00:00:00,DEF CONTRACT MGMT AGCY CONTRACTING,USA,bbb78b50-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
20405,47CA00,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,OFC OF HUMAN RESOURCES MANAGEMENT,USA,bb7818d6-89d1-11e7-89d0-1cc1de329608,OFFICE OF HUMAN RESOURCES MANAGEMENT,4770
,720613,AGENCY FOR INTERNATIONAL DEVELOPMENT,,HARARE,contracting_office,04/01/2016 00:00:00,USAID/ZIMBABWE,ZWE,bb8079f4-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
22314,15JA83,"JUSTICE, DEPARTMENT OF",VA,ALEXANDRIA,contracting_office,04/01/2016 00:00:00,U.S. ATTORNEYS OFFICE-VA(E)(USA83),USA,bb39206e-89d1-11e7-89d0-1cc1de329608,"OFFICES, BOARDS AND DIVISIONS",1501
20857,75F401,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",MD,ROCKVILLE,contracting_office,04/01/2016 00:00:00,FDA OFFICE OF ACQ  GRANT SVCS,USA,bb807c2c-89d1-11e7-89d0-1cc1de329608,FOOD AND DRUG ADMINISTRATION,7524
60604,47PF03,GENERAL SERVICES ADMINISTRATION,IL,CHICAGO,contracting_office,04/01/2016 00:00:00,PBS R5,USA,bb73f402-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
23510,70Z080,"HOMELAND SECURITY, DEPARTMENT OF",VA,NORFOLK,contracting_office,04/01/2016 00:00:00,SFLC PROCUREMENT BRANCH 1(00080),USA,bb7c45b4-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
00918,47PC06,GENERAL SERVICES ADMINISTRATION,PR,HATO REY,contracting_office,04/01/2016 00:00:00,PBS R2,USA,bb6fbfa2-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
45056-1698,N63306,DEPT OF DEFENSE,OH,OXFORD,contracting_office,10/01/2006 00:00:00,NROTCU MIAMI UNIV,USA,bb9a0ac6-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
92411,129AHV,"AGRICULTURE, DEPARTMENT OF",CA,SAN BERNARDINO,contracting_office,04/01/2016 00:00:00,USDA  APHIS  VS  VET LAB SERVICES,USA,bb2427e2-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
29208-0001,N63313,DEPT OF DEFENSE,SC,COLUMBIA,contracting_office,10/01/2005 00:00:00,NROTCU UNIV OF SOUTH CAROLINA,USA,bb9a0af6-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
96858-5100,W91QVP,DEPT OF DEFENSE,HI,FORT SHAFTER,contracting_office,10/01/2008 00:00:00,0413 AQ HQ     CONTRACT AUG,USA,bba6c230-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
32301-5000,N68139,DEPT OF DEFENSE,FL,TALLAHASSEE,contracting_office,10/01/2006 00:00:00,NROTCU FLORIDA  A  M  UNIV,USA,bb9a0cae-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
,720668,AGENCY FOR INTERNATIONAL DEVELOPMENT,,JUBA,contracting_office,04/01/2016 00:00:00,USAID/SOUTH SUDAN,SDN,bb807a64-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
37129,36P249,"VETERANS AFFAIRS, DEPARTMENT OF",TN,MURFREESBORO,contracting_office,04/01/2016 00:00:00,249P-NETWORK CONTRACT OFC 9(00249P),USA,bb676a3e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
93524-1185,FA9300,DEPT OF DEFENSE,CA,EDWARDS AFB,contracting_office,10/01/2011 00:00:00,FA9300  AFTC PZR,USA,bbb35764-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
02109,70Z024,"HOMELAND SECURITY, DEPARTMENT OF",MA,BOSTON,contracting_office,04/01/2016 00:00:00,BASE BOSTON(00024),USA,bb7c44cc-89d1-11e7-89d0-1cc1de329608,U.S. COAST GUARD,7008
36112-6334,FA3300,DEPT OF DEFENSE,AL,MAXWELL AFB,contracting_office,10/01/2004 00:00:00,FA3300  42 CONS CC,USA,bbaaf690-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
20560,333133,SMITHSONIAN INSTITUTION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,SMITHSONIAN AMERICAN ART MUSEUM,USA,bb5276f6-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
80206,36C741,"VETERANS AFFAIRS, DEPARTMENT OF",CO,DENVER,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS (00741),USA,bb6768fe-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
31547-2634,N64709,DEPT OF DEFENSE,GA,KINGS BAY,contracting_office,10/01/2012 00:00:00,STRATEGIC WEAPONS FAC LANT FINANCIA,USA,bb9a0b76-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
06349-5034,N61866,DEPT OF DEFENSE,CT,GROTON,contracting_office,03/15/2007 00:00:00,NAVOPSPTCEN NEW LONDON,USA,bb918fda-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20004,333149,SMITHSONIAN INSTITUTION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,NATIONAL PORTRAIT GALLERY,USA,bb527736-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
39568-7003,N69316,DEPT OF DEFENSE,MS,PASCAGOULA,contracting_office,10/01/2004 00:00:00,SUP OF SHIPBUILDING CONV AND REPAIR,USA,bb9e43ac-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
24019-3050,123395,"AGRICULTURE, DEPARTMENT OF",VA,ROANOKE,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae89194-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
56303-2099,3663A3,"VETERANS AFFAIRS, DEPARTMENT OF",MN,SAINT CLOUD,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0936-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20250,1231JH,"AGRICULTURE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,USDA  AMS  DAIRY DIVISION,USA,bafe0902-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
33912,1242LG,"AGRICULTURE, DEPARTMENT OF",FL,FT MYERS,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb13212c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
65712,366428,"VETERANS AFFAIRS, DEPARTMENT OF",MO,MOUNT VERNON,contracting_office,04/01/2016 00:00:00,MISSOURI VETERANS HOME,USA,bb5f097e-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
21702-5023,1232V3,"AGRICULTURE, DEPARTMENT OF",MD,FORT DETRICK,contracting_office,04/01/2016 00:00:00,USDA ARS NEA FDWSR,USA,baf595fa-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL RESEARCH SERVICE,12H2
20530-0001,15M201,"JUSTICE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,"US DOJ, USMS, JUDICIAL SECURITY DIV",USA,bb418474-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
98501-4079,120E16,"AGRICULTURE, DEPARTMENT OF",WA,OLYMPIA,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285ce8-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
33880,1242EG,"AGRICULTURE, DEPARTMENT OF",FL,LAKELAND,contracting_office,04/01/2016 00:00:00,USDA  AMS  CSSD,USA,bafe0a8a-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
