<AWDNBR>,<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<LINENBR>,<OFFADD>,label,<CLASSCOD>,<NAICS>,<AWDAMT>,iname,<AWDDATE>,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<DATE>,<DESC>,<AWARDEE>,<CONTACT>,<NTYPE>
HQ0034-17-P-0119,DMDC SWFT Plus Fingerprinting System with 5-Year Warranty,,17,,Other Defense Agencies,,1225 South Clark StreetrSuite 1202r Arlington VA 22202-4371,<AWARD>,,561611,"$5,024.53",0bb80415-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/ODA/WHS/REF/Awards/HQ0034-17-P-0119.html,Washington Headquarters Services,"WHS, Acquisition Directorate",22202-4371,0822,,"Cross Match Technologies, Inc.","Vincent Dattilo, Phone 7035450589, Email vincent.c.dattilo.civ@mail.mil",
N68335-17-P-0478,53--OPTION - Mil-Spec Bolts,12242017,17,,Department of the Navy,ALL,"Hwy 547, Bldg. 562-3, Lakehurst, NJ 08733",<AWARD>,53,,"$44,591.34",0bb803bb-8a77-11e7-89d0-1cc1de329608,082217,N68335-17-Q-0125,https://www.fbo.gov/spg/DON/NAVAIR/N68335/N68335-17-Q-0125/listing.html,Naval Air Systems Command,Naval Air Warfare Center Aircraft Division Lakehurst,Madison County Government,0822,No Description Provided,"A.D.A. SUPPLIES,INC. [DUNS: 052877953],205 Old Perry Rd,Bonaire GA 31005","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
W912L7-17-P-0094,Audio Visual Upgrade,,17,,Department of the Army,,123 Briscoe Drive Louisville TN 37777,<AWARD>,70,334310,"$28,066.17",0bb803a9-8a77-11e7-89d0-1cc1de329608,082217,W912L7-17-Q-0110,https://www.fbo.gov/spg/USA/NGB/DAHA40-1/W912L7-17-Q-0110/listing.html,National Guard Bureau,"134 MSG/MSC, TN ANG",37777,0822,,M3 Technology Group,"Paula K. Sales, Phone 865-336-3351, Email paula.k.sales.civ@mail.mil - Lisa L. Maxwell, Contracting Specialist, Phone 8653363342, Email Lisa.l.maxwell4.mil@mail.mil",COMBINE  
N0017817P6213,Hobart Ground Power Unit,,17,,Department of the Navy,,17362 Dahlgren RoadrSuite 157 Dahlgren VA 22448-5100,<AWARD>,61,335312,$25708.95,0bb803c4-8a77-11e7-89d0-1cc1de329608,082217,N0017817Q0122,https://www.fbo.gov/spg/DON/NAVSEA/N00178/N0017817Q0122/listing.html,Naval Sea Systems Command,NSWC Dahlgren Division,22448-5100,0822,,Aviation Ground Equipment Corporation,"Julie A Waizenhofer Ward, Phone 5406538131, Email julie.waizenhoferwar@navy.mil",COMBINE  
SPE4A117G00164003,"59--RESISTOR,THERMAL",09062017,17,Brett.Daniels@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEACTIVE DEVICES DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334416,$146371.68,0bb8034b-8a77-11e7-89d0-1cc1de329608,082217,SPE7M517TS401,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M517TS401/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,Honeywell Limited DBA Systems 3333 Unity Dr  Mississauga L5L  3S CA,Brett Daniels614-692-8467Brett.Daniels@dla.mil,COMBINE  
V797D-70193,"65--Integrated Stair Systems, Inc. dba Complete Access - V797D-70193 65IIF Patient Mobility Devices Contract Award Effective 07/01/2017 - 06/30/2022 ",08222017,17,FSS.Help@va.gov,Department of Veterans Affairs,14,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339113,"$2,000,000.00",0bb80405-8a77-11e7-89d0-1cc1de329608,062317,65IIF,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIF/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,INTEGRATED STAIR SYSTEMS INC.;1345 RYAN RD;BUCKLEY;WA;98321,FSS Service Help Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help Desk Email,
NNG15SD22B VA118-17-F-2200,70--VISN 23 CIS/ARK Server Refresh (NEW TO)    ,09172017,17,michael.weckesser@va.gov,Department of Veterans Affairs,,Department of Veterans Affairs;Technology Acquisition Center;23 Christopher Way;Eatontown NJ  07724,<AWARD>,70,541519,"$2,473,771.43",0bb80414-8a77-11e7-89d0-1cc1de329608,081817,VA11817Q2060,https://www.fbo.gov/notices/444a8fd25d1e3c03b13cffe1e369e1e9,VA Technology Acquisition Center,VA Technology Acquisition Center,07724,0822,Link To Document,"FOUR POINTS TECHNOLOGY, L.L.C.;14900 CONFERENCE CENTER DR STE 100;CHANTILLY;VA;20151",Michael WeckesserContract Specialist732-795-1097michael.weckesser@va.gov,
SPE8EF17P1404,"17--TOWBAR,AIRCRAFT",09062017,17,teresa.rivera@dla.mil,Defense Logistics Agency,0001,DLA TROOP SUPPORTCONSTRUCTION  EQUIPMENT MANU  CON700 ROBBINS AVENUEPHILADELPHIA PA  19111-5096USA,<AWARD>,17,336413,$69800.00,0bb80377-8a77-11e7-89d0-1cc1de329608,082217,SPE8EF17T2350,https://www.fbo.gov/spg/DLA/J3/DSCP-I-BSM/Awards/SPE8EF17P1404.html,DLA Acquisition Locations,DLA Troop Support - Construction  Equipment - BSM,19111,0822,Link To Document,"AERO SPECIALTIES, INC. DBA 11175 W EMERALD ST  BOISE 83713-8932 US",Teresa Rivera-Cruz215-737-7274teresa.rivera@dla.mil,
SPK33017M1234,62--GALLERY LIGHTING SPARES,06282017,17,,Department of State,ALL,"US Embassy, Diplomatic Enclave, Ramna 5, Islamabad,  44000",<AWARD>,62,,"$34,100.00",0bb803ed-8a77-11e7-89d0-1cc1de329608,082217,5707997,https://www.fbo.gov/notices/a1acc4930711f7757b533008ac33d6f2,Southern Asian and Central Asian Posts,"U.S. Embassy Islamabad, Pakistan","HANGAR THREE LLC, 14080 N. NORTHSIGHT BLVD. r, SCOTTSDALE , AZ 85260 US",0822,No Description Provided,"ROLLER TRADERS LLC [DUNS: 807739938],310 QUAIL ST,ALBANY NY 12208","Name: Zubair Ali, Title: Procurement Agent, Phone: 92512014417, Fax: , Email: aliz4@state.gov;",
SPE4A617VH854,"61--WIRING HARNESS,BRAN",09062017,17,DOUGLAS.JONES@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,61,334419,$118331.18,0bb802d3-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717T5826,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617VH854.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"DRS Training  Control Systems, LLC 645 Anchors St  Fort Walton Beach 32548-3803",DOUGLAS JONES804-279-6156DOUGLAS.JONES@DLA.MIL,
W912PB-17-P-8121,"Install Fire Alarm Service Center, Hohenfels, Germany",,17,,Department of the Army,0001,,<AWARD>,Z,238210,"$48,943.27",0bb8028e-8a77-11e7-89d0-1cc1de329608,082217,W912PB-17-Q-7000,https://www.fbo.gov/notices/5171de6fced06d0c418e4d0e2abfc792,"Army Contracting Command, ECC",409th CSB (W912PB) RCO Bavaria,09114,0822,"Award Amount:  Euro 44,000.00","Ing.Ludwig Freitag Elektro GmbH  Co KG, Industriestrasse 3r, Parsberg, 1 92331 DE","Gabriele Kraus-Lindner, Contract Specialist, Phone +499641838724, Email gabriele.kraus-lindner.ln@mail.mil - Sigrid Kahlert, Contracting Officer, Phone +499641838779, Email sigrid.kahlert.ln@mail.mil",PRESOL
POSA120338,89--Canned Carrots,02102018,17,,Department of Justice,ALL,"11070 HWY 14, ALICEVILLE, AL 35442",<AWARD>,89,,"$5,825.12",0bb802b4-8a77-11e7-89d0-1cc1de329608,082217,876707,https://www.fbo.gov/spg/DOJ/BPR/PPB/876707/listing.html,Bureau of Prisons,Acquisitions Branch,"JNS FOODS, LLC  [DUNS: 791133023],1401 N. University Dr.,Coral Springs FL 33071",0822,No Description Provided,"ATLANTIC BEVERAGE COMPANY [DUNS: 037164928],3775  Park Ave,Edison NJ 08820","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE4A617PK714,"53--MOUNT,RESILIENT,WEA",09062017,17,Michael.Walsh@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,53,332994,$37190.88,0bb802fb-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TW741,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617PK714.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"OIL STATES INDUSTRIES, INC DBA 1031 COMMERCIAL BLVD N  ARLINGTON 76001-7124 US",Michael Walsh804-279-2208Michael.Walsh@dla.mil,
W91QVN-14-D-0035-0103,H-Frame Mounted Transformer Replacement,,17,,Department of the Army,,,<AWARD>,Y,335311,"$196,484.80",0bb80290-8a77-11e7-89d0-1cc1de329608,080717,W91QVN-17-R-0148,https://www.fbo.gov/notices/873973c0aa53dcf7a925acf27ec132fd,"Army Contracting Command, ECC",411TH CSB (W91QVN) RCC YONGSAN,96205-0062,0822,AWARD NOTICE,"YUIL ENG.  CONST. CO., LTD., 35 NAMBUSUNHWAN-RO 347-GIL, SEOCHO-GU, SEOUL 06731 US","Martavia L. Moody, Phone 3157246283, Email martavia.l.moody.civ@mail.mil - Ms. Tonya D. Brailey-Jordan, Supervisory Contracting Officer, Phone 315-724-6399, Email tonya.d.brailey-jordan.civ@mail.mil",COMBINE  
GS07F5588P/L17PD00919,66--Trimble handhelds and accessories,09062017,17,,Department of the Interior,,BLM CO-ST OFC ADM/LND REC LK(CO951)2850 YOUNGFIELD STREETLAKEWOODCO80215US,<AWARD>,66,334516,"$46,653.37",0bb802a1-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/CO/Awards/GS07F5588P/L17PD00919.html,Bureau of Land Management,Colorado Region,80215,0822,"Trimble handhelds and accessories - C/O Vectors, Inc.Reference BPA # D15PA00012",TRIMBLE INC.5475 KELLENBURGER RD.DAYTONOH45424-1013US,"Young, Shannon",
SPE4A617VH880,"15--TAB,TRIM,AIRCRAFT",09062017,17,Matthew.Wood@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$37700.00,0bb802d5-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TDC62,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TDC62/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"DMS AIRCRAFT SERVICES, INC. 3837 COMMERCE PKWY  MIRAMAR 33025-3940 US",Matthew Wood804-279-4369Matthew.Wood@dla.mil,COMBINE  
DJF-17-1200-K-0006232,Consulting  Support Services for DIVRT Program,,17,,Department of Justice,,"935 Pennsylvania Avenue, N.W. Washington DC 20535",<AWARD>,R,541690,"$1,186,250.00",0bb80395-8a77-11e7-89d0-1cc1de329608,082117,RFP0005331,https://www.fbo.gov/spg/DOJ/FBI/PPMS1/RFP0005331/listing.html,Federal Bureau of Investigation,Procurement Section,20535,0822,,"Resolution Video, Inc.","Keri Matthews, Phone 7039853037, Email kcmatthews@fbi.gov",COMBINE  
SPE4A617PK863,"61--CABLE ASSEMBLY,SPEC",09062017,17,TERESA.SWAIN@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,61,334419,$65599.36,0bb802ff-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TAX93,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617PK863.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"KAMPI COMPONENTS CO., INC. 88 CANAL RD  FAIRLESS HILLS 19030-4302 US",TERESA SWAIN804-279-3901TERESA.SWAIN@DLA.MIL,
W912QR-15-D-0021(W912QR17F0112),"Motor Control Center Replacement at CJ Brown Lake in Springfield, OH",,17,,Department of the Army,"0001, 0002",Attn:  CELRL-CTrPO Box 59 Louisville KY 40201-0059,<AWARD>,Y,236220,"$97,838.00",0bb803f2-8a77-11e7-89d0-1cc1de329608,082117,W912QR-71359682,https://www.fbo.gov/spg/USA/COE/DACA27/W912QR-71359682/listing.html,U.S. Army Corps of Engineers,"USACE District, Louisville",40201-0059,0822,,"Q.B.S., Inc., 1548 Linden Ave. S., Alliance, OH 44601-4211 US","Rey V. Custodio, Email rey.v.custodio@usace.army.mil",COMBINE  
SPRPA117GC101Z6V9,"15--FAIRING,FUSELAGE,AI",09062017,17,NAKEESHA.PALMORE@DLA.MIL,Defense Logistics Agency,0001-0013,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$171902.38,0bb80307-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPRPA117GC101Z6V9.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Sikorsky Aircraft Corporation DBA 6900 Main St  Stratford 06614-1378 US,NAKEESHA PALMORE804-279-5258NAKEESHA.PALMORE@DLA.MIL,
EA133C17SE1159,VESSEL SERVICES IN GUAM AND CNMI,,17,,Department of Commerce,,"Norfolk Federal Building, 200 Granby Street Norfolk VA 23510",<AWARD>,V,483112,"$115,149",0bb803b3-8a77-11e7-89d0-1cc1de329608,081817,EA-133C-17-RQ-0650,https://www.fbo.gov/spg/DOC/NOAA/EASC/Awards/EA133C17SE1159.html,National Oceanic and Atmospheric Administration (NOAA),Eastern Acquisition Division - Norfolk,23510,0822,,"CONSTRUCTION AND MATERIAL SUPPLY, INC., P. O. BOX 500609, SAIPAN, 5 96950 US","Lynne B. Phipps, Phone 757-605-7404, Email Lynne.Phipps@noaa.gov - Dawn J. Dabney, Contract Specialist, Phone 757-441-6881, Email Dawn.Dabney@noaa.gov",
SPE4A717PD879,"16--LOOP,CLOSING,MAIN",09062017,17,FRANCES.WILHELM@DLA.MIL,Defense Logistics Agency,0001-0004,DLA AVIATIONASC SUPPLIER OPER AE AND AF DIV8000 JEFFERSON DAVIS HWYRICHMOND VA  23297USA,<AWARD>,16,314999,$26322.90,0bb802e2-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717Q1270,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A717PD879.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"North American Aerodynamics, Inc. 1803 N Main St  Roxboro 27573-4047 US",FRANCES WILHELM804-279-5959FRANCES.WILHELM@DLA.MIL,
GS-06F-0031N/DE-DT0013732,39--Elevator Maintenance Services,09062017,17,,Department of Energy,,Oak RidgeU.S. Department of EnergyP.O. Box 2001Oak RidgeTN37831US,<AWARD>,39,333921,"$19,380.00",0bb80398-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOE/PAM/HQ/Awards/GS-06F-0031N/DE-DT0013732.html,Federal Locations,All DOE Federal Contracting Offices,37831,0822,Elevator Maintenance Services,THYSSENKRUPP ELEVATOR CORPORATION114 TOWN PARK DR. NW SUITE 300KENNESAWGA30144USA,"Gideon, Laura G.",
L17PX01276,23--GOOSENECK TRAILER,09062017,17,,Department of the Interior,,,<AWARD>,23,333924,"$17,663.00",0bb8029f-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/AZ/Awards/L17PX01276.html,Bureau of Land Management,Arizona Region,"V  Z ENTERPRISES INC.(NCREDIBLE TECHNOLOGIES) [DUNS: 079617145],6481 n 42ns street,Milwaukee WI 53209-1006",0822,GOOSENECK TRAILER,"APC EQUIPMENT  MANUFACTURING, INC.7291 S FRANCES AVETUCSONAZ85706-9704US","Hetterly, David",
VA256-17-C-0165,Q--RADIOLOGIC TECHNOLOGIST CONTRACT    ,10012017,17,billy.morris@va.gov,Department of Veterans Affairs,,"Department of Veterans Affairs;Chief, AMM (90C/NLR);Central Arkansas Veterans HCS;2200 Fort Roots Drive, Bldg 41, Room 200;North Little Rock AR  72114 1706",<AWARD>,Q,561320,"$95,630.40",0bb80401-8a77-11e7-89d0-1cc1de329608,080217,VA25617Q1194,https://www.fbo.gov/spg/VA/VACAHCS598/VACAHCS598/Awards/VA256-17-C-0165.html,VA Central Arkansas Health Care System,Department of Veterans Affairs Central Arkansas Veterans Health Care System,72114 1706,0822,Link To Document,"X-TECHS, LTD.;8131 OAK ST STE 200;NEW ORLEANS;LA;70118",Billy R MorrisContracting Officer501-257-1025billy.morris@va.gov,
HSCG24-17-Q-15A188,SAIL VESSEL RIGGING SYSTEMS INSPECTIONS TRAINING,,17,,Department of Homeland Security,,427 Commercial Street Boston MA 02209-1027,<AWARD>,U,,$37500,0bb803f7-8a77-11e7-89d0-1cc1de329608,081717,HSCG24-17-Q-15A188,https://www.fbo.gov/spg/DHS/USCG/COUSCGISCB/Awards/HSCG24-17-Q-15A188.html,United States Coast Guard (USCG),USCG Base Boston,02209-1027,0822,,"TRADEWINDS MARINE SERVICES INC, 123 KALAIOPUA PL, HONOLULU, HI 96822 US","Jane H McKenzie, Phone 617-223-3159, Email jane.mckenzie@uscg.mil",
N0040617P2588,J--Oil Flush,09062017,17,,Department of the Navy,1,"N00406 NAVSUP Fleet Logistics Center Puget Sound 467 W. STREET  BREMERTON, WA",<AWARD>,J,336611,"$312,150.00",0bb803d4-8a77-11e7-89d0-1cc1de329608,082217,N0040617Q0007,https://www.fbo.gov/spg/DON/NAVSUP/N00406/N0040617Q0007/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Puget Sound,98314,0822,No Description Provided,"South Bayt Sand Blasting and Tank Cleaning, Inc.",Tyler Mayfield360.476.7806tyler.mayfield@navy.mil,PRESOL
SPE7M517PE537,"59--SOLENOID,ELECTRICAL",09062017,17,EUGENE.PRESTON@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEACTIVE DEVICES DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,333612,$38844.00,0bb8035c-8a77-11e7-89d0-1cc1de329608,082217,SPE7M517TS933,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M517TS933/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,TRIMAN INDUSTRIES INC 1042 INDUSTRIAL DR  WEST BERLIN 08091-9164 US,Eugene Preston614-692-5914EUGENE.PRESTON@DLA.MIL,COMBINE  
DJBP050700000034," Mobile MRI, CT and Ultrasound",10022017,17,,Department of Justice,,U. S. Armed Forces Reserve Complex346 Marine Forces Drive Grand Prairie TX 75051,<AWARD>,Q,621512,"Estimated aggregrated amount of $528,000(Inclusive of base plus four option periods)",0bb802b8-8a77-11e7-89d0-1cc1de329608,081717,RFQP05071700020,https://www.fbo.gov/spg/DOJ/BPR/70032/RFQP05071700020/listing.html,Bureau of Prisons,Field Acquisition Office (FAO),75051,0822,,"Advance Imaging Management, 3024 Marina Bay Drive Ste. 201, League City, TX 77573 US","Teresa A Cooper, Contract Specialist, Phone 972-352-4535, Fax 972-352-4545, Email t1cooper@bop.gov",PRESOL
SPE4A517C0125,"15--SKIN,AIRCRAFT",09062017,17,Andrew.Davitt@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$229374.90,0bb8030f-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517R1025,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A517C0125.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"AMD International Technologies, 1725 S Campus Ave  Ontario 91761-4346 US",Andrew Davitt804-279-1857Andrew.Davitt@dla.mil,
DJBP0206SA110383,"24--Tug, Towing Capacity - minimum 44,100 lbs",02182018,17,,Department of Justice,ALL,"5756 Hartford St, Joint Base MDL, NJ 08640",<AWARD>,24,,"$97,678.00",0bb802b7-8a77-11e7-89d0-1cc1de329608,082217,DJBP0206SA110383,https://www.fbo.gov/spg/DOJ/BPR/PPB/DJBP0206SA110383/listing.html,Bureau of Prisons,Acquisitions Branch,"ATLANTIC BEVERAGE COMPANY [DUNS: 037164928],3775  Park Ave,Edison NJ 08820",0822,No Description Provided,"TOYOTA MATERIAL HANDLING NORTHEAST INC. [DUNS: 078435362],200 Schell Lane Suite 200,Phoenixville PA 19460","Name: Gina Napolitano, Title: Federal Bureau of Prisons, Phone: 6097231100, Fax: , Email: gnapolitano@bop.gov;",COMBINE  
SPRTA1-17-F-0613,"28--Engines, Turbines, and Components",09062017,17,,Department of the Air Force,,"DLA AVIATION AT OKLAHOMA CITY, OK; DLR PROCUREMENT OPERATIONS (AO);3001 STAFF DRIVE; TINKER AFB; OK; 73145-3070",<AWARD>,28,336412,"$135,975",0bb8027f-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/USAF/AFMC/OCALCCC/Awards/SPRTA1-17-F-0613.html,Air Force Materiel Command,PK/PZ Tinker AFB,73145,0822,No Description Provided,"CFM INTERNATIONAL, INC.,6440 AVIATION WY,WEST CHESTER OH 45069-4546","Wannie  DeBouse, Phone 405-734-8111, Fax    -   -    , Email wannie.debouse@us.af.mil",
SPE4A115G00060881,"47--TUBE ASSEMBLY,METAL",09062017,17,Terry.Wilson@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEFLUID HANDLING DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,47,332996,$33267.30,0bb80370-8a77-11e7-89d0-1cc1de329608,082217,SPE7M417T2117,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE4A115G00060881.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,UNITED TECHNOLOGIES CORPORATION 400 Main St  East Hartford 06118-1873 US,Terry Wilson614-692-5683Terry.Wilson@dla.mil,
FA8721-13-D-0003000247,Extension of Services,,17,,Department of the Air Force,,9 Eglin Street Hanscom AFB MA 01731,<AWARD>,R,541712,"$1,759,487.82",0bb8026f-8a77-11e7-89d0-1cc1de329608,081717,,https://www.fbo.gov/spg/USAF/AFMC/ESC/Awards/FA8721-13-D-0003000247.html,Air Force Materiel Command,AFLCMC - Hanscom,01731,0822,The purpose of this additional support is because of a new requirement in service supporting AFLCMCs one of a kind weapons systems.,"BTAS Inc, 4391 Dayton-Xenia Rd, Beavercreek , OH 45432-1803 US","Kathryn M. Foote, Phone 7812250182, Email kathryn.foote@us.af.mil",
GS-09P-LCA00059,"Space Wanted By the Government in Modesto, CA - 5CA1007",,17,,General Services Administration,,,<AWARD>,X,531120,"$323,246.00",0bb803e9-8a77-11e7-89d0-1cc1de329608,081617,5CA1007,https://www.fbo.gov/notices/c295abbe0faf6089a3d48babf03de0a5,Public Buildings Service (PBS),R9 Real Estate Acquisition (47PK99)," Kryptonite Holdings LLC, 2505 E Aztec, Gallup, NM 87301 US",0822,,"Carl and Vicky Gillihan, Escalon, CA 95320 US","Marie Doria, Phone 4155222875, Email Marie.Doria@gsa.gov",
SPE7M817P3404,"59--SWITCH,PUSH",09062017,17,Kyle.Barr@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMESWITCHES RELAYS WIRE AND CABLE DIVPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334419,$109790.80,0bb80356-8a77-11e7-89d0-1cc1de329608,082217,SPE7M217T3807,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7M817P3404.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"ECI DEFENSE GROUP, INC. 7654 HWY 7  LYLES 37098-1502 US",Kyle Barr614-692-1243Kyle.Barr@dla.mil,
VA247-17-C-0203,65--REICHERT TONO PEN    ,09012017,17,QUINCY.ALEXANDER@VA.GOV,Department of Veterans Affairs,,Department of Veterans Affairs;Central Alabama Veterans Health Care;215 Perry Hill Road;Montgomery AL  36109-3798,<AWARD>,65,339112,"$15,231.50",0bb80400-8a77-11e7-89d0-1cc1de329608,082217,VA24717Q0954,https://www.fbo.gov/spg/VA/MoVAMC/VACAHCS/VA24717Q0954/listing.html,VA Central Alabama Health Care System (Montgomery),Department of Veterans Affairs Central Alabama Veterans Health Care System,36109-3798,0822,Link To Document,"VETERANS HEALTHCARE SUPPLY SOLUTIONS, INC.;13949 ALVAREZ RD STE 300;JACKSONVILLE;FL;32218",Quincy L AlexanderContract Officer334-727-0550 x3519QUINCY.ALEXANDER@VA.GOV,PRESOL
TN-47113-17,"Lease Office Space for USDA-FSA - Madison County, TN",,17,,Department of Agriculture,,"1400 Independence Ave, SW Washington DC 20250",<AWARD>,X,531120,"$36,412.50 annual, plus $4,400 TI in year 1",0bb803ba-8a77-11e7-89d0-1cc1de329608,081717,TN-47113-17,https://www.fbo.gov/notices/ace3ff91f95439bcacac74a6104c6db1,Natural Resources Conservation Service,Real Property Services Branch,20250,0822,,Madison County Government,"Yi W. Kum, Phone 6152772638, Email yi.kum@tn.usda.gov",
